VCL_0,VCL_38,education,urban,gender,engnat,hand,religion,hand,religion,age_cat,married,orientation,familysize,ASD,nerdiness,Qs,TIPI_left,TIPI_right,VCL_1
2,0,2,1,2,2,1,12,1,12,4,1,1,1,2,1,2.3846153846153846,5.0,2.5,1.0
1,2,1,1,3,1,1,12,1,12,1,1,2,1,2,0,2.3846153846153846,4.5,2.1666666666666665,1.0
2,0,2,3,2,2,1,4,1,4,1,1,1,2,2,1,2.3846153846153846,5.0,2.8333333333333335,1.0
2,1,3,1,3,1,1,1,1,1,2,1,4,1,2,1,2.269230769230769,5.0,2.1666666666666665,1.0
2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2.9615384615384617,2.75,2.5,1.0
2,1,1,1,1,1,1,6,1,6,1,1,1,4,2,0,2.423076923076923,3.0,2.0,1.0
2,0,1,2,2,1,1,1,1,1,1,1,1,3,2,1,2.9615384615384617,5.0,2.5,1.0
1,1,2,3,3,1,1,12,1,12,1,1,2,2,2,0,2.076923076923077,3.0,2.1666666666666665,1.0
2,0,2,3,1,1,1,1,1,1,2,1,1,3,2,1,2.3076923076923075,4.25,2.1666666666666665,1.0
2,2,3,3,3,1,1,7,1,7,2,1,4,4,2,1,2.8461538461538463,2.75,2.6666666666666665,1.0
2,0,3,3,2,2,1,2,1,2,2,1,1,1,2,0,2.4615384615384617,4.5,1.6666666666666667,1.0
1,0,2,1,2,1,1,6,1,6,1,1,2,2,2,1,2.230769230769231,3.5,2.6666666666666665,1.0
1,2,4,1,2,1,2,7,2,7,4,2,1,2,2,1,1.9615384615384615,3.5,2.1666666666666665,1.0
2,0,1,2,2,1,1,4,1,4,1,1,1,2,2,0,2.076923076923077,3.75,2.1666666666666665,0.75
2,0,1,3,1,2,1,12,1,12,1,1,4,1,2,0,1.8461538461538463,4.5,2.3333333333333335,1.0
2,1,3,2,2,1,1,1,1,1,2,2,1,3,2,0,2.6153846153846154,3.0,2.3333333333333335,1.0
2,1,2,3,2,1,1,2,1,2,2,1,1,2,2,1,2.730769230769231,5.0,2.1666666666666665,1.0
1,2,3,3,1,1,1,1,1,1,2,1,2,4,2,1,2.8076923076923075,5.0,2.1666666666666665,1.0
1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2.769230769230769,5.0,2.1666666666666665,1.0
1,2,3,2,3,1,1,2,1,2,2,1,5,2,2,1,2.6538461538461537,5.0,2.1666666666666665,1.0
2,0,3,2,1,2,1,12,1,12,1,1,2,3,2,1,2.8076923076923075,3.5,2.6666666666666665,1.0
1,2,4,2,1,1,1,12,1,12,4,2,1,3,2,0,2.576923076923077,4.5,2.6666666666666665,1.0
2,0,2,3,2,2,2,6,2,6,2,1,2,1,1,1,2.730769230769231,5.0,2.1666666666666665,0.5
0,1,2,3,2,1,1,2,1,2,1,1,2,1,2,0,2.269230769230769,3.0,2.1666666666666665,0.0
2,1,2,3,2,2,1,3,1,3,1,1,2,1,2,0,2.6538461538461537,3.75,2.1666666666666665,1.0
2,0,2,2,2,1,1,2,1,2,2,1,3,4,2,0,2.3461538461538463,3.75,2.3333333333333335,1.0
2,0,3,2,1,1,1,6,1,6,2,1,1,1,2,1,2.6153846153846154,4.25,2.3333333333333335,1.0
2,1,1,1,2,1,1,7,1,7,1,1,3,5,2,1,2.8846153846153846,4.25,2.8333333333333335,1.0
2,0,3,2,1,1,1,2,1,2,2,1,4,1,2,1,2.423076923076923,2.75,2.1666666666666665,1.0
2,0,1,3,1,1,1,7,1,7,1,1,2,2,2,0,2.076923076923077,3.0,2.5,1.0
1,1,4,2,1,1,1,2,1,2,4,3,1,2,2,0,2.5,3.75,2.0,1.0
2,0,2,2,2,1,1,1,1,1,1,1,1,1,2,0,2.5,3.75,2.3333333333333335,1.0
0,2,4,3,2,1,1,4,1,4,2,3,1,2,2,1,2.3846153846153846,3.5,2.5,1.0
1,2,3,2,1,1,1,2,1,2,2,1,1,4,2,0,2.6538461538461537,2.25,1.8333333333333333,1.0
2,0,3,3,2,1,1,6,1,6,2,1,1,2,2,0,1.5384615384615385,2.25,2.1666666666666665,0.75
2,1,3,3,2,2,1,4,1,4,2,1,4,2,2,1,2.6538461538461537,4.25,2.5,1.0
2,1,4,1,3,1,1,12,1,12,3,2,5,3,2,1,2.8461538461538463,4.25,2.8333333333333335,1.0
2,1,2,2,2,1,1,8,1,8,2,1,2,2,2,1,1.8076923076923077,3.5,2.1666666666666665,1.0
1,0,3,2,2,1,1,1,1,1,2,1,1,2,2,1,2.6153846153846154,2.75,2.3333333333333335,1.0
2,2,2,3,2,1,1,2,1,2,1,1,2,1,2,1,2.9615384615384617,4.25,2.1666666666666665,1.0
2,0,2,2,2,2,1,2,1,2,1,1,5,2,2,1,2.6153846153846154,3.5,2.3333333333333335,1.0
2,1,3,3,2,2,1,10,1,10,2,1,1,2,2,1,2.0384615384615383,3.5,2.3333333333333335,0.5
2,1,2,2,2,1,1,1,1,1,1,1,3,2,2,1,2.769230769230769,4.25,2.6666666666666665,1.0
1,2,2,3,2,2,1,12,1,12,1,1,2,3,2,1,2.1538461538461537,4.25,2.3333333333333335,1.0
2,0,3,2,1,1,1,1,1,1,2,1,1,2,2,0,1.8846153846153846,3.0,2.1666666666666665,1.0
2,0,3,2,2,1,2,6,2,6,5,3,1,3,2,1,2.3461538461538463,3.5,2.3333333333333335,1.0
2,0,1,2,2,1,2,7,2,7,1,1,2,2,2,0,2.8461538461538463,4.5,2.5,1.0
2,0,2,1,2,2,1,10,1,10,1,1,1,4,2,0,1.8076923076923077,3.0,1.8333333333333333,0.25
2,1,2,2,1,1,1,1,1,1,2,1,2,4,2,1,2.6538461538461537,5.0,2.1666666666666665,1.0
2,0,2,3,1,1,2,4,2,4,1,1,2,3,2,0,2.4615384615384617,0.0,0.0,1.0
2,0,3,1,2,2,1,6,1,6,2,1,1,4,2,0,1.4615384615384615,3.0,2.1666666666666665,0.75
1,2,2,3,1,2,1,2,1,2,3,1,1,2,2,1,2.423076923076923,4.25,2.1666666666666665,1.0
2,2,2,3,2,2,2,2,2,2,1,1,4,2,2,0,2.5384615384615383,3.0,2.3333333333333335,1.0
2,1,1,3,2,2,3,1,3,1,1,1,2,2,2,0,2.3846153846153846,4.5,2.5,1.0
2,0,1,3,1,2,1,4,1,4,1,1,1,2,2,0,2.1923076923076925,3.75,2.5,1.0
2,1,3,3,2,2,1,8,1,8,2,1,1,2,2,0,2.6153846153846154,4.5,2.3333333333333335,0.25
2,1,3,2,3,2,1,12,1,12,2,1,2,2,2,1,2.4615384615384617,3.5,2.5,1.0
2,0,1,2,2,1,1,7,1,7,1,1,4,1,2,1,2.6538461538461537,4.25,2.5,1.0
1,2,2,3,2,2,1,6,1,6,2,1,1,2,2,0,1.8461538461538463,3.0,2.5,1.0
2,2,2,3,2,2,1,1,1,1,1,1,2,2,2,0,2.3846153846153846,3.0,2.8333333333333335,1.0
1,0,2,1,2,1,1,2,1,2,1,1,4,1,1,0,2.4615384615384617,3.75,2.6666666666666665,1.0
2,1,3,2,2,1,1,1,1,1,2,1,5,1,2,0,2.5384615384615383,4.5,2.3333333333333335,1.0
2,1,2,2,2,1,1,6,1,6,1,1,1,4,2,1,2.5384615384615383,4.25,2.0,1.0
2,1,2,2,1,2,1,10,1,10,1,1,1,4,2,0,2.5384615384615383,3.75,2.3333333333333335,0.5
2,0,2,3,1,1,1,2,1,2,1,1,1,2,2,0,1.5769230769230769,3.0,2.1666666666666665,0.25
1,1,3,2,2,1,1,4,1,4,3,2,4,2,2,1,2.8461538461538463,4.25,2.5,1.0
1,2,3,3,2,2,1,7,1,7,2,1,1,2,2,1,2.3461538461538463,3.5,2.3333333333333335,1.0
1,0,3,3,1,2,1,2,1,2,6,2,1,2,2,0,1.6153846153846154,3.0,1.8333333333333333,1.0
2,2,2,3,2,1,1,2,1,2,3,3,1,2,2,1,2.5384615384615383,5.0,2.5,1.0
2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2.423076923076923,3.5,2.3333333333333335,1.0
2,2,2,3,1,2,1,12,1,12,2,1,2,1,2,1,2.3076923076923075,3.5,2.0,1.0
2,1,3,2,2,1,1,1,1,1,2,1,2,3,2,1,2.6923076923076925,5.0,2.6666666666666665,1.0
1,2,3,2,2,1,1,12,1,12,2,1,4,2,2,1,2.576923076923077,5.0,2.5,1.0
1,1,1,1,2,2,1,4,1,4,1,1,4,4,2,0,1.0,3.0,1.6666666666666667,0.5
2,0,1,2,2,1,1,1,1,1,1,1,1,2,2,0,1.6538461538461537,3.0,2.0,0.75
2,1,3,2,1,2,1,1,1,1,2,1,1,2,2,1,2.8076923076923075,3.5,2.6666666666666665,1.0
2,2,3,2,2,1,1,7,1,7,2,2,1,2,2,0,1.6923076923076923,3.0,2.0,1.0
2,0,3,3,1,1,1,2,1,2,2,1,1,3,2,0,2.076923076923077,3.0,2.5,0.75
1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2.4615384615384617,3.5,2.6666666666666665,1.0
2,0,2,2,2,2,1,2,1,2,1,1,2,3,2,1,2.576923076923077,5.0,2.0,0.75
1,2,4,3,2,1,1,12,1,12,3,2,2,3,2,1,2.3846153846153846,3.5,2.3333333333333335,1.0
2,0,2,2,2,2,1,2,1,2,1,1,5,2,2,1,2.6538461538461537,5.0,2.3333333333333335,1.0
2,1,1,3,2,1,1,4,1,4,1,1,1,4,2,1,2.5,2.75,2.3333333333333335,1.0
2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2.8846153846153846,5.0,2.5,1.0
1,2,3,3,2,1,1,2,1,2,2,1,1,1,2,1,2.3076923076923075,2.75,1.6666666666666667,1.0
1,1,3,2,1,1,1,2,1,2,2,1,1,2,2,0,2.0384615384615383,3.0,2.0,1.0
2,2,4,3,1,1,1,2,1,2,3,1,1,5,2,1,2.6153846153846154,5.0,2.6666666666666665,1.0
2,2,2,3,1,2,1,4,1,4,2,1,1,2,2,0,2.076923076923077,3.75,2.3333333333333335,1.0
2,2,3,3,1,1,1,2,1,2,3,1,1,2,2,1,2.923076923076923,3.5,2.6666666666666665,1.0
2,0,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2.6153846153846154,4.25,2.5,1.0
2,0,2,2,1,1,1,2,1,2,1,1,4,1,2,1,2.730769230769231,4.25,2.5,1.0
2,0,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2.1538461538461537,4.25,2.5,1.0
2,1,3,2,1,1,2,2,2,2,2,1,1,2,2,1,2.6923076923076925,4.25,2.3333333333333335,1.0
2,0,1,1,1,1,1,6,1,6,1,1,2,2,1,1,2.269230769230769,3.5,2.1666666666666665,1.0
2,0,2,3,2,2,1,2,1,2,1,1,2,3,2,1,2.5384615384615383,4.25,2.0,1.0
2,1,3,2,2,1,1,12,1,12,2,2,2,2,2,1,2.576923076923077,3.5,2.5,1.0
2,1,2,2,2,2,2,8,2,8,2,1,1,5,2,0,2.423076923076923,4.5,2.5,1.0
1,0,1,3,2,1,1,7,1,7,1,1,3,2,2,0,2.1923076923076925,3.75,2.1666666666666665,1.0
2,2,3,3,2,2,2,1,2,1,2,1,1,3,2,0,2.269230769230769,3.75,2.1666666666666665,1.0
2,2,1,2,2,2,1,1,1,1,1,1,2,3,2,0,2.3461538461538463,3.0,1.8333333333333333,1.0
1,2,2,1,2,2,1,4,1,4,1,1,1,2,2,0,2.3076923076923075,3.75,2.3333333333333335,1.0
2,0,2,2,2,1,1,4,1,4,1,1,1,2,2,0,1.9615384615384615,3.0,2.0,1.0
2,0,3,2,1,1,2,1,2,1,1,1,3,3,2,1,2.6153846153846154,3.5,2.3333333333333335,0.75
2,2,2,3,2,2,1,2,1,2,1,1,5,3,2,1,2.8076923076923075,5.0,2.1666666666666665,1.0
2,2,2,2,1,1,1,2,1,2,3,1,1,5,2,1,2.4615384615384617,4.25,2.1666666666666665,1.0
2,2,2,2,2,1,3,1,3,1,1,1,2,1,2,0,2.5,2.25,2.0,1.0
2,0,1,3,1,1,1,1,1,1,1,1,3,3,2,0,2.230769230769231,3.0,2.0,1.0
2,1,2,1,2,2,1,2,1,2,1,1,1,3,2,1,2.6538461538461537,4.25,2.5,1.0
1,2,2,1,1,1,1,7,1,7,4,2,1,2,2,1,2.730769230769231,3.5,2.0,1.0
2,0,3,3,2,2,1,6,1,6,1,1,1,2,2,0,2.1153846153846154,3.75,2.8333333333333335,1.0
2,0,3,2,2,2,1,7,1,7,2,1,1,4,2,0,2.4615384615384617,3.75,2.3333333333333335,1.0
2,1,2,3,2,2,2,7,2,7,1,1,1,2,2,1,2.6538461538461537,3.5,2.1666666666666665,1.0
2,0,3,2,1,2,1,6,1,6,5,2,1,2,2,1,2.230769230769231,4.25,2.5,0.25
2,1,2,3,2,1,2,2,2,2,1,1,2,1,2,1,2.6923076923076925,5.0,2.3333333333333335,1.0
2,1,3,3,1,2,1,4,1,4,2,1,1,3,2,1,2.730769230769231,5.0,2.6666666666666665,1.0
2,1,1,3,2,1,1,10,1,10,1,1,1,5,2,0,2.3461538461538463,4.5,2.5,0.75
2,1,1,1,2,2,1,2,1,2,1,1,5,2,2,0,2.269230769230769,3.0,2.0,1.0
2,0,2,3,2,2,1,7,1,7,2,1,2,2,2,0,2.0384615384615383,3.75,2.3333333333333335,1.0
2,1,3,1,2,2,1,1,1,1,1,1,1,1,2,0,2.3461538461538463,3.0,2.3333333333333335,1.0
2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2.5,4.25,1.8333333333333333,1.0
0,0,3,2,2,2,1,1,1,1,2,1,1,2,2,1,2.4615384615384617,4.25,2.6666666666666665,0.0
2,0,1,1,3,1,1,1,1,1,1,1,2,2,2,1,2.5,3.5,2.3333333333333335,1.0
0,2,3,3,2,2,1,2,1,2,2,1,1,3,2,1,2.576923076923077,3.5,2.1666666666666665,1.0
2,0,2,2,1,2,1,4,1,4,2,1,1,5,2,1,2.0384615384615383,3.5,2.3333333333333335,0.5
2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,0,2.5,4.5,1.8333333333333333,1.0
2,0,3,3,1,2,3,12,3,12,1,1,1,1,2,0,2.423076923076923,3.75,2.8333333333333335,0.75
2,2,3,3,1,1,1,2,1,2,2,1,1,3,2,1,2.6538461538461537,5.0,2.5,1.0
2,0,2,2,1,1,1,7,1,7,2,1,1,2,2,0,1.0,3.75,2.3333333333333335,1.0
2,2,3,2,2,1,1,3,1,3,2,1,2,2,2,1,2.3461538461538463,2.75,2.1666666666666665,1.0
1,2,2,3,1,1,1,2,1,2,1,1,1,3,2,1,2.730769230769231,3.5,1.8333333333333333,1.0
2,0,1,2,1,1,1,2,1,2,1,1,2,4,2,1,2.6538461538461537,5.0,2.3333333333333335,1.0
1,2,2,1,2,2,3,12,3,12,1,1,5,3,2,0,2.423076923076923,4.5,2.5,1.0
2,0,1,1,3,1,1,12,1,12,1,1,5,1,2,1,2.6923076923076925,5.0,2.5,1.0
2,0,1,1,3,1,1,12,1,12,1,1,5,1,2,1,2.576923076923077,5.0,2.6666666666666665,1.0
2,0,1,1,2,2,1,1,1,1,1,1,5,2,2,1,2.8461538461538463,5.0,2.3333333333333335,1.0
1,2,1,2,2,1,1,9,1,9,1,1,3,3,2,1,2.5384615384615383,5.0,2.0,1.0
2,1,1,3,2,1,1,1,1,1,1,1,4,2,1,1,2.923076923076923,5.0,2.6666666666666665,1.0
1,2,3,2,2,1,1,1,1,1,7,3,1,4,2,1,2.3076923076923075,5.0,2.3333333333333335,1.0
2,0,2,3,1,1,1,4,1,4,4,1,1,2,2,0,1.3846153846153846,2.25,1.6666666666666667,1.0
2,1,4,1,1,1,1,7,1,7,4,2,1,2,2,1,2.8076923076923075,4.25,2.3333333333333335,1.0
2,1,4,2,1,1,1,2,1,2,2,1,4,3,2,0,2.769230769230769,4.5,2.1666666666666665,1.0
0,2,4,2,2,1,1,3,1,3,4,2,2,2,2,1,2.3846153846153846,4.25,2.5,1.0
1,1,2,3,1,2,1,2,1,2,2,1,2,2,2,0,2.423076923076923,3.0,2.3333333333333335,1.0
2,2,3,2,2,1,1,2,1,2,2,1,2,2,2,1,2.730769230769231,5.0,2.6666666666666665,1.0
0,2,2,3,2,2,1,1,1,1,1,1,3,2,2,1,2.576923076923077,4.25,2.5,1.0
2,2,2,2,1,2,1,4,1,4,2,1,1,2,2,1,2.1538461538461537,4.25,3.0,1.0
1,2,4,1,2,1,1,6,1,6,3,2,1,4,2,1,2.6923076923076925,4.25,2.1666666666666665,1.0
1,2,4,1,1,1,1,6,1,6,2,1,1,6,2,1,2.1923076923076925,4.25,2.6666666666666665,1.0
1,1,4,3,1,1,1,2,1,2,4,1,1,4,2,1,2.769230769230769,4.25,2.0,1.0
2,0,3,2,2,1,1,7,1,7,2,1,1,2,2,1,2.6153846153846154,4.25,2.3333333333333335,0.75
1,2,3,1,1,1,1,1,1,1,3,2,1,3,2,1,2.769230769230769,3.5,2.5,1.0
2,0,4,3,1,2,2,4,2,4,3,2,1,2,2,0,2.5384615384615383,3.75,2.0,1.0
2,0,2,2,2,1,1,12,1,12,1,1,2,2,2,0,2.3461538461538463,3.0,2.3333333333333335,1.0
2,1,2,1,1,1,1,7,1,7,1,1,1,3,2,1,2.230769230769231,3.5,2.1666666666666665,1.0
2,0,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2.3461538461538463,4.25,2.5,0.75
2,1,2,2,1,1,1,2,1,2,1,1,1,4,2,0,2.269230769230769,3.75,2.0,1.0
1,2,1,3,1,1,3,2,3,2,1,1,2,2,1,1,2.730769230769231,4.25,2.5,1.0
2,0,2,2,1,2,1,1,1,1,1,1,3,2,1,1,2.3846153846153846,3.5,2.1666666666666665,1.0
2,0,3,3,2,1,2,2,2,2,6,2,1,2,2,0,1.3461538461538463,2.25,2.0,1.0
1,2,3,1,1,1,1,6,1,6,4,1,1,1,2,0,2.6153846153846154,3.0,2.5,1.0
1,1,1,3,2,2,1,4,1,4,1,1,1,1,2,1,2.6538461538461537,4.25,2.5,1.0
0,2,4,3,2,1,1,2,1,2,5,2,1,1,2,1,2.730769230769231,5.0,2.1666666666666665,1.0
1,2,4,2,1,1,1,1,1,1,4,2,1,3,2,1,2.6923076923076925,4.25,2.0,1.0
2,2,1,2,2,1,1,1,1,1,1,1,3,2,2,1,2.3846153846153846,3.5,2.5,1.0
2,1,1,2,2,1,1,6,1,6,1,1,1,2,2,1,2.3461538461538463,2.75,2.3333333333333335,1.0
2,1,2,3,2,1,1,4,1,4,1,1,2,3,2,0,2.3461538461538463,1.5,2.5,1.0
2,0,4,3,2,2,1,10,1,10,3,3,1,4,2,1,1.7692307692307692,2.0,2.5,1.0
2,0,2,3,2,1,1,4,1,4,1,1,1,4,2,1,2.230769230769231,3.5,2.1666666666666665,1.0
2,1,3,2,1,2,1,2,1,2,2,2,1,1,2,1,2.3461538461538463,3.5,2.3333333333333335,1.0
2,1,2,3,1,2,1,11,1,11,2,1,3,2,2,0,2.1153846153846154,4.5,2.1666666666666665,1.0
2,1,2,2,2,1,1,1,1,1,1,3,1,3,2,1,2.6538461538461537,3.5,2.3333333333333335,1.0
2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,0,2.3846153846153846,3.0,2.0,1.0
2,1,1,3,2,1,1,1,1,1,1,1,4,2,1,1,2.923076923076923,5.0,2.6666666666666665,1.0
1,1,4,3,1,2,1,12,1,12,2,1,2,1,2,1,2.576923076923077,5.0,2.1666666666666665,1.0
2,1,2,3,2,1,2,1,2,1,1,1,4,2,2,0,2.5,2.25,1.6666666666666667,1.0
2,2,1,3,2,1,1,1,1,1,1,1,1,3,2,1,2.576923076923077,3.5,2.3333333333333335,1.0
1,1,3,1,1,1,1,2,1,2,2,1,2,3,2,0,2.6153846153846154,3.0,2.3333333333333335,1.0
0,1,1,2,2,1,1,2,1,2,1,1,2,4,2,1,2.923076923076923,5.0,2.6666666666666665,1.0
2,1,2,2,2,1,1,1,1,1,1,1,4,2,1,1,2.6538461538461537,5.0,2.5,1.0
1,2,2,2,3,1,1,7,1,7,2,1,4,2,2,1,2.8461538461538463,5.0,2.3333333333333335,1.0
1,1,3,2,2,2,1,8,1,8,2,1,1,2,2,1,2.6923076923076925,5.0,2.3333333333333335,1.0
1,2,4,3,2,2,3,2,3,2,2,1,1,3,2,1,2.8076923076923075,5.0,2.5,0.5
2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,0,2.5,3.75,2.3333333333333335,1.0
1,2,3,1,2,1,1,6,1,6,4,3,1,2,2,0,2.6153846153846154,3.75,2.1666666666666665,1.0
2,0,2,2,2,1,2,7,2,7,2,1,1,1,2,1,2.5384615384615383,3.5,2.5,1.0
2,1,3,2,2,2,2,7,2,7,2,1,1,2,2,1,2.6538461538461537,5.0,2.8333333333333335,1.0
2,0,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2.269230769230769,4.25,2.6666666666666665,1.0
2,0,4,3,1,2,1,8,1,8,2,1,5,2,2,0,1.8846153846153846,3.0,1.6666666666666667,0.75
2,2,3,3,2,2,1,4,1,4,2,1,1,2,2,1,2.1153846153846154,4.25,2.5,1.0
2,0,2,3,2,2,1,2,1,2,1,2,1,2,2,1,2.6923076923076925,3.5,2.8333333333333335,1.0
1,2,3,2,1,1,2,6,2,6,2,1,1,1,2,0,2.6153846153846154,3.75,2.3333333333333335,1.0
2,0,2,2,2,2,1,6,1,6,2,1,4,1,2,0,2.230769230769231,4.5,2.3333333333333335,1.0
2,1,1,3,1,1,3,12,3,12,2,1,1,1,2,1,2.076923076923077,4.25,2.0,0.5
2,0,2,3,2,1,1,4,1,4,1,1,1,2,2,0,2.1538461538461537,3.75,2.6666666666666665,1.0
1,1,4,3,1,2,1,2,1,2,4,1,1,3,2,1,2.769230769230769,5.0,2.1666666666666665,1.0
1,2,4,3,2,2,1,8,1,8,5,2,1,4,2,0,2.269230769230769,3.75,2.6666666666666665,1.0
2,0,1,3,2,2,1,10,1,10,1,1,1,2,2,0,2.3846153846153846,3.0,2.5,1.0
2,1,1,3,2,2,1,1,1,1,1,1,1,1,2,1,2.6923076923076925,5.0,2.5,1.0
2,2,2,2,3,1,1,3,1,3,1,1,5,3,2,0,2.076923076923077,3.75,2.1666666666666665,1.0
2,0,3,1,1,1,1,2,1,2,2,1,1,2,2,0,1.7692307692307692,3.0,1.8333333333333333,1.0
2,1,1,1,2,1,1,4,1,4,1,1,1,3,2,1,2.769230769230769,3.5,2.3333333333333335,1.0
2,0,3,1,3,2,2,2,2,2,3,1,2,2,2,1,2.730769230769231,5.0,2.5,1.0
1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2.3076923076923075,3.5,2.6666666666666665,1.0
2,2,3,3,2,2,1,2,1,2,2,1,2,2,2,1,2.3846153846153846,4.25,2.5,1.0
2,0,2,2,1,1,2,4,2,4,2,1,1,3,2,1,2.423076923076923,5.0,2.3333333333333335,0.75
2,1,2,1,2,2,1,2,1,2,1,1,1,4,2,0,2.769230769230769,3.75,2.3333333333333335,0.75
1,2,4,3,1,1,1,7,1,7,4,2,1,2,2,1,2.6153846153846154,3.5,2.1666666666666665,1.0
1,1,1,2,1,1,1,2,1,2,1,1,1,3,2,0,2.1538461538461537,4.5,1.8333333333333333,1.0
0,2,1,2,2,1,1,6,1,6,1,1,3,2,2,1,2.4615384615384617,5.0,2.1666666666666665,1.0
2,0,2,1,2,1,1,2,1,2,1,1,2,2,2,0,2.6538461538461537,0.0,0.0,0.0
2,0,3,3,1,2,1,8,1,8,2,1,1,1,2,0,2.1923076923076925,3.75,2.0,1.0
2,0,2,3,2,1,1,2,1,2,3,1,1,2,2,0,2.3461538461538463,4.5,1.8333333333333333,1.0
2,0,4,3,2,2,1,12,1,12,3,1,1,3,2,0,2.0384615384615383,3.0,2.3333333333333335,1.0
2,2,2,3,2,2,1,1,1,1,1,1,2,2,2,0,2.6153846153846154,3.75,3.0,1.0
2,1,3,3,1,2,1,2,1,2,2,1,1,2,2,0,2.269230769230769,3.0,2.3333333333333335,1.0
1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,0,2.423076923076923,4.5,2.0,1.0
1,1,4,3,1,1,2,7,2,7,5,2,1,2,2,0,2.6538461538461537,4.5,2.1666666666666665,1.0
2,0,1,1,2,1,1,7,1,7,1,1,1,2,2,1,2.6538461538461537,5.0,2.1666666666666665,1.0
0,2,2,3,2,1,1,12,1,12,3,3,1,2,2,1,2.8461538461538463,5.0,2.6666666666666665,1.0
2,1,2,1,1,1,1,3,1,3,1,1,1,3,2,0,1.9615384615384615,2.25,2.1666666666666665,0.75
1,2,2,1,1,1,1,6,1,6,2,1,1,1,2,1,2.769230769230769,3.5,2.5,1.0
2,0,1,1,2,1,1,2,1,2,1,1,2,6,2,0,2.5384615384615383,3.75,2.1666666666666665,1.0
1,1,2,2,3,1,1,1,1,1,1,1,5,4,2,0,2.8076923076923075,4.5,1.8333333333333333,1.0
2,1,3,2,2,1,1,6,1,6,2,1,1,2,2,0,2.3076923076923075,4.5,2.1666666666666665,1.0
2,0,3,3,2,2,1,1,1,1,2,1,5,3,2,1,2.6538461538461537,4.25,2.5,1.0
2,1,2,1,2,1,1,12,1,12,1,1,2,5,2,0,2.423076923076923,3.0,2.5,1.0
0,2,3,3,1,2,1,4,1,4,3,1,3,2,2,0,2.1153846153846154,3.75,2.3333333333333335,1.0
2,1,4,1,2,1,1,12,1,12,3,1,1,2,2,1,2.3846153846153846,3.5,2.3333333333333335,1.0
0,2,4,2,1,1,1,2,1,2,1,1,2,2,1,1,2.9615384615384617,3.5,2.5,1.0
2,0,3,3,3,2,1,12,1,12,2,1,2,3,2,1,2.6153846153846154,5.0,2.5,1.0
2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2.6153846153846154,4.25,2.3333333333333335,0.75
2,1,3,2,1,2,2,4,2,4,3,2,1,2,2,0,2.4615384615384617,4.5,2.5,1.0
2,0,1,2,2,1,1,7,1,7,1,1,1,2,2,1,2.3461538461538463,4.25,2.5,1.0
2,0,3,3,2,2,1,2,1,2,2,1,5,2,2,1,2.5384615384615383,4.25,1.8333333333333333,1.0
1,1,2,2,1,1,1,7,1,7,5,2,1,5,2,1,2.576923076923077,2.0,2.6666666666666665,1.0
2,2,3,1,1,1,2,6,2,6,2,1,1,2,2,0,2.5384615384615383,4.5,2.3333333333333335,1.0
1,1,2,2,2,1,3,2,3,2,1,1,1,4,2,1,2.6538461538461537,4.25,2.3333333333333335,0.0
2,1,2,3,2,2,1,4,1,4,1,1,1,2,2,1,2.6538461538461537,5.0,2.3333333333333335,0.0
2,1,4,3,2,1,1,12,1,12,3,1,1,1,2,0,2.0384615384615383,4.5,2.3333333333333335,1.0
2,0,2,3,1,2,1,8,1,8,1,1,1,2,2,0,1.0,3.0,1.8333333333333333,1.0
1,2,2,2,2,1,1,12,1,12,1,1,3,2,2,1,2.8461538461538463,5.0,2.3333333333333335,1.0
2,0,3,3,1,2,1,4,1,4,2,1,1,2,2,1,2.6538461538461537,4.25,1.8333333333333333,1.0
2,1,3,3,1,2,2,2,2,2,2,1,1,2,2,1,2.5384615384615383,3.5,2.3333333333333335,1.0
1,1,2,2,2,2,1,1,1,1,1,1,2,3,2,0,2.6153846153846154,3.75,2.6666666666666665,1.0
2,1,2,1,1,1,1,6,1,6,1,1,1,5,2,0,2.423076923076923,4.5,2.1666666666666665,1.0
1,1,1,2,2,1,1,4,1,4,1,1,2,2,2,0,2.4615384615384617,3.0,2.5,1.0
2,0,1,3,2,1,1,6,1,6,1,1,1,5,2,1,2.8846153846153846,5.0,2.1666666666666665,1.0
1,2,2,3,2,1,3,2,3,2,1,1,2,2,2,0,2.6923076923076925,3.75,2.0,1.0
2,2,3,3,1,1,1,4,1,4,1,1,1,2,2,0,2.5,2.25,1.8333333333333333,1.0
